id,hip,hd,hr,gl,main_id,full_name,proper,ra,dec,rarad,decrad,dist,x,y,z,vx,vy,vz,pmra,pmdec,pmrarad,pmdecrad,spect,lum_class,mag,absmag,ci,radius,mass,temp,type,lifespan,comp,comp_primary,sibling,compdist,dist_au,inner_ohz,outer_ohz,inner_chz,outer_chz,bayer,flam,con,gaia,2mass,tyc,ccdm,wds,ads,tic,nltt,plx,fk5,iras,gcrv,web,old_bgs_id,rv,mag_V,mag_B,mag_J,mag_H,mag_K,primary_band,lum,base,comp_numeric,bf,STDT_Mismatch_FullName,STDT_Mismatch_Class,STDT_Mismatch_Magnitude,STDT_Mismatch_Mass,STDT_Mismatch_Radius,STDT_Mismatch_Temperature,STDT_Mismatch_Distance,STDT_Mismatch_InnerHZ,STDT_Mismatch_OuterHZ,Planets(ISIZ),Moons,FloraCount,FaunaCount,UniqueResourceCount,MinLevel,MaxLevel,SystemSize,SurveyDifficultyIndex,SurveyRank,Etymology
73082,73309,132375A,5583.0,,BD-04 3783A,Huygens,,224.7199,-4.9893,3.92210256,-0.0870789,34.3072,-24.2848,-24.0485,-2.9837,-40141.07010393,42699.14070652,-17159.26735611,-360.23,-105.924,-1.75e-06,-5.1e-07,F7V,V,4.837,2.16,0.49,2.752,1.85,6434.591499248499,Main sequence,2.150395656341032,1,73082,,,7076368.03392296,2.872530090682402,8.20722883052115,5.710863394570966,3.2486947454146216,,,Lib,6337304342094223360,J14585280-0459211,4995-952-1,J14589-0459A,J14589-0459A,9457 A,175838533.0,38950.0,3384,,14562-0447,8687.0,12557.0,,-24.379,6.079999923706055,6.570000171661377,5.139999866485596,4.98799991607666,4.836999893188477,K,11.9116,Huygens,1,Lib,,F8 <-> F7,3.44 <-> 2.16,1.18 <-> 1.85,1.11 <-> 2.75,6180 <-> 6435,33.77 <-> 34.31,1.40 <-> 2.87,3.27 <-> 8.21,8,12,11,18,28,75,255,20,99,S,Physicist; wave theory of light proponent
73489,73717,133352,,,BD-06 4125,Hawking,,226.0289,-6.8874,3.9449492,-0.12020723,34.2845,-23.6318,-24.4962,-4.1113,-23728.37727764,23170.08982215,-1288.99447731,-204.055,-8.022,-9.9e-07,-4e-08,G8V,V,5.794,3.119,0.75,2.48,1.48,5436.136574148009,Main sequence,3.733599827160086,1,73489,,,7071685.665993548,1.8474686258771915,5.278481788220547,3.6729435776367967,2.089399041170633,,,Lib,6333022740735635456,J15040696-0653144,5012-808-1,J15041-0653A,J15041-0653A,9492 A,192726036.0,,,,,,,,-44.78,7.75,8.5,6.288000106811523,5.9079999923706055,5.794000148773193,K,5.0188,Hawking,1,Lib,,G5 <-> G8,5.13 <-> 3.12,0.91 <-> 1.48,0.91 <-> 2.48,5575 <-> 5436,33.03 <-> 34.28,0.67 <-> 1.85,1.58 <-> 5.28,6,5,7,9,20,75,255,11,69,B,Physicist; black hole radiation theorist
73788,,134066A,,,BD+09 3000A,Fermi,,226.8873,9.226,3.95992995,0.16102468,32.8628,-22.1691,-23.6799,5.2689,-21741.18458204,21184.4053062,3518.31062296,-194.816,22.916,-9.4e-07,1.1e-07,G2V,V,5.492,2.908,0.645,2.402,1.56,5796.756211286872,Main sequence,3.3084040681074,1,73788,,,6778448.742174535,2.0350938840092963,5.814553954312275,4.045960459875625,2.301594273581942,,,Boo,1167718049194619392,J15073294+0913338,919-1659-1,J15075+0914A,J15075+0914A,9507 A,449902389.0,,,,,8748.0,,,-34.2,7.28000020980835,7.925000190734863,5.8470001220703125,5.578000068664551,5.492000102996826,K,6.0899,Fermi,1,Boo,,G5 <-> G2,4.22 <-> 2.91,0.93 <-> 1.56,0.93 <-> 2.40,5575 <-> 5797,31.56 <-> 32.86,1.01 <-> 2.04,2.40 <-> 5.81,10,19,6,11,30,75,255,29,89,A,Physicist; nuclear chain reaction pioneer
74309,74537,135204,,580,BD-00 2944,Ophion,,228.4621,-1.3514,3.98741519,-0.02358617,17.265,-11.4455,-12.9196,-0.4072,-77135.76144874,69726.77089416,-41209.55749347,-1270.39,-503.671,-6.16e-06,-2.44e-06,G9V,V,4.766,3.58,0.77,2.052,1.33,5372.7941961698025,Main sequence,4.870127445394733,1,74309,,,3561171.0188965914,1.4936437467133887,4.267553562038254,2.969506020251618,1.689239951640142,,,Ser,4418203587193988608,J15135096-0121047,5001-567-1,J15138-0121AB,J15138-0121AB,9544 AB,38838329.0,39643.0,3438,,15113-0109,8803.0,12718.0,,-69.54,6.599999904632568,7.369999885559082,5.285999774932861,4.986000061035156,4.765999794006348,K,3.2805,Ophion,1,Ser,,K0 <-> G9,5.34 <-> 3.58,0.78 <-> 1.33,0.85 <-> 2.05,5200 <-> 5373,17.67 <-> 17.27,0.65 <-> 1.49,1.56 <-> 4.27,1,1,0,0,3,45,55,2,31,D,Mythic; Greek primordial serpent
74746,74975,136202,5694.0,,*   5 Ser,Maal,,229.8283,1.7654,4.01126094,0.03081217,25.1285,-16.2022,-19.192,0.7741,32629.24393273,-30083.50308962,-61135.92626471,372.216,-513.483,1.8e-06,-2.49e-06,F8IV,IV,4.01,2.009,0.33,2.307,1.91,7276.378941283345,Subgiant,1.9714744367429509,1,74746,,,5183131.869512557,3.079260038770417,8.797885825058335,6.121862219936425,3.482496472418924,,5.0,Ser,4421455530273467392,J15191881+0145553,336-1027-1,J15193+0146A,J15193+0146A,9584 A,461297684.0,39881.0,3457,,15167+0156,8861.0,12790.0,,54.429,,5.599999904632568,4.340000152587891,3.950000047683716,4.010000228881836,H,18.8944,Maal,1,5.0 Ser,,,3.02 <-> 2.01,1.18 <-> 1.91,1.11 <-> 2.31,6180 <-> 7276,25.38 <-> 25.13,1.70 <-> 3.08,3.97 <-> 8.80,10,13,6,11,30,60,255,23,93,A,Historical; Norse 'assembly'
75150,75379,137052,5723.0,,* eps Lib,Archimedes,,231.0495,-10.3223,4.03257479,-0.18015775,28.8832,-17.8635,-22.0986,-5.1754,-4758.52658356,8665.87120167,-20512.78197041,-66.816,-152.296,-3.2e-07,-7.4e-07,F4V,V,4.008,1.705,0.438,3.145,2.05,6684.148897849182,Main sequence,1.6546010677956695,1,75150,,,5957588.079324827,3.542620617692018,10.121773193405764,7.043067180411511,4.006535222389782,eps,,Lib,6316197051735920640,J15241189-1019200,5598-1052-1,,,,37018039.0,,3478.00,,15214-1008,8913.0,12860.0,,-11.68,4.920000076293945,5.357999801635742,4.361000061035156,4.014999866485596,4.007999897003174,K,18.1172,Archimedes,1,eps  Lib,,F5 <-> F4,2.45 <-> 1.71,1.3 <-> 2.05,1.20 <-> 3.15,6675 <-> 6684,31.23 <-> 28.88,2.15 <-> 3.54,4.98 <-> 10.12,6,6,11,18,26,75,255,12,83,A,Astronomer; pioneered classical mechanics
75489,75718,137763,,586 A,BD-08 3981,Gamma Vulpes,,232.0401,-9.348,4.04986332,-0.16315318,19.5534,-11.8677,-15.2119,-3.1761,8849.65755645,254.87640888,-34330.60309555,73.584,-375.345,3.6e-07,-1.82e-06,G9V,V,4.891,3.435,0.821,2.326,1.38,5218.1587427056575,Main sequence,4.479434028650776,1,75489,75493,,4033170.440791442,1.5969847544287994,4.562813584082284,3.174957785590589,1.806113710365904,,,Lib,6317854874752593920,J15280961-0920525,5595-1153-1,J15282-0921A,J15282-0921A,,37149737.0,40292.0,3491,,15254-0910,8936.0,12892.0,,6.82,6.882999897003174,7.703999996185303,5.436999797821045,5.052000045776367,4.890999794006348,K,3.7501,Gamma Vulpes,1,Lib,,K2 <-> G9,5.32 <-> 3.44,0.74 <-> 1.38,0.81 <-> 2.33,4870 <-> 5218,20.58 <-> 19.55,0.63 <-> 1.60,1.54 <-> 4.56,4,9,14,15,20,50,255,13,74,B,Linguistic; Latin 'little fox'
75493,75722,137778,,586 B,BD-08 3983,Delta Vulpes,,232.0509,-9.3579,4.05005187,-0.16332551,20.6846,-12.5509,-16.0939,-3.3633,9874.26675623,-497.94964093,-34511.65583337,82.532,-356.698,4e-07,-1.73e-06,K1V,V,5.461,3.883,0.917,2.102,1.24,4951.280572962446,Main sequence,5.796845064968446,2,75489.0,75489,1.131252,4266500.210982683,1.29934934465069,3.712426699001972,2.583230244722205,1.4695022350216138,,,,6317854118838346752,J15281221-0921279,5595-1154-1,J15282-0921B,J15282-0921B,,37149743.0,40296.0,,,,8937.0,12893.0,,7.56,7.532000064849853,8.449000358581543,5.99399995803833,5.550000190734863,5.460999965667725,K,2.5995,Delta Vulpes,2,,,K2 <-> K1,6.01 <-> 3.88,0.73 <-> 1.24,0.80 <-> 2.10,4870 <-> 4951,20.49 <-> 20.68,0.46 <-> 1.30,1.12 <-> 3.71,7,8,0,3,18,50,255,15,69,B,Linguistic; Latin 'little fox'
76816,77052,140538,5853.0,9527 A,* psi Ser A,Copernicus,,236.0076,2.5152,4.11910928,0.04389794,14.7927,-8.2624,-12.253,0.6492,-2713.07711897,1298.57604686,-9586.11519839,-42.431,-136.845,-2.1e-07,-6.6e-07,G2.5V,V,4.3,3.45,0.29,1.111,1.37,7526.014629748909,Main sequence,4.517925227575688,1,76816,119039,,3051222.931123494,1.586090832228543,4.531688092081551,3.15329963074008,1.793793203115614,psi,,Ser,4423865487962417152,J15440182+0230548,355-1288-1,J15439+0230A,J15440+0231A,9763 A,459427073.0,,3556,3248.0,15415+0240,9078.0,13065.0,,19.072,,,4.590000152587891,4.039999961853027,4.300000190734863,H,4.1696,Copernicus,1,psi  Ser,,G5 <-> G2,5.03 <-> 3.45,0.93 <-> 1.37,0.93 <-> 1.11,5575 <-> 7526,14.66 <-> 14.79,0.70 <-> 1.59,1.66 <-> 4.53,1,2,14,14,20,30,40,15,38,D,Astronomer; theorized planetary orbits around the Sun
76835,77070,140573,5854.0,9528,* alf Ser,Serpentis,Unukalhai,236.067,6.4256,4.12014598,0.1121484,22.7557,-12.623,-18.7616,2.5467,12291.66729509,-7610.31992041,4883.03268189,133.922,45.55,6.5e-07,2.2e-07,K2IIIbCN1,III,0.15,-1.635,1.17,34.284,4.43,4368.44672786617,Giant,0.2419005398062418,1,76835,,,4693703.629536921,16.495664538274543,47.13047010935584,32.794952117760104,18.65581108495336,alf,,Ser,4429785739602747392,J15441605+0625324,363-1135-1,J15442+0626A,J15443+0626A,9765 A,296856546.0,,3557.00,582.0,15418+0634,9079.0,13072.0,,2.63,2.630000114440918,3.799999952316284,0.8309999704360962,0.289000004529953,0.1500000059604644,K,467.9302,Serpentis,1,alf  Ser,,,0.85 <-> -1.64,0.74 <-> 4.43,12.00 <-> 34.28,4870 <-> 4368,22.68 <-> 22.76,4.97 <-> 16.50,12.07 <-> 47.13,6,9,14,21,21,55,255,15,87,A,Linguistic; Arabic 'serpent neck'
77022,77257,141004,5868.0,598,* lam Ser,Kryx,,236.6109,7.3531,4.12963912,0.12833526,11.9159,-6.5037,-9.8674,1.525,-10803.78135038,6595.66085591,-3916.79452879,-223.952,-69.763,-1.09e-06,-3.4e-07,G0-V,V,2.989,2.608,0.61,2.637,1.67,5928.662279892813,Main sequence,2.7834980464257764,1,77022,,,2457833.2344312654,2.336719320379032,6.676340915368663,4.645620553610695,2.642718279000096,lam,,Ser,4430238051199001088,J15462661+0721109,364-1224-1,,,,296740796.0,41151.0,3570.00,,15440+0730,9096.0,13090.0,,-66.395,4.420000076293945,5.03000020980835,3.430000066757202,3.069999933242798,2.989000082015991,K,8.0289,Kryx,1,lam  Ser,,,4.00 <-> 2.61,1.1 <-> 1.67,1.05 <-> 2.64,6000 <-> 5929,12.12 <-> 11.92,1.09 <-> 2.34,2.56 <-> 6.68,1,7,1,7,18,20,30,8,20,E,Error; Data Corrupt
77172,77408,141272,,3917,V* V382 Ser,Nirah,,237.0394,1.5717,4.13711851,0.02743205,21.665,-11.7826,-18.171,0.5942,-15409.55201373,9465.74213616,-17053.62920161,-176.036,-166.105,-8.5e-07,-8.1e-07,K0V,V,5.501,3.822,0.82,1.944,1.26,5221.101052455648,Main sequence,5.598256974545878,1,77172,,,4468717.023235661,1.3360940260977718,3.817411503136491,2.656282170932475,1.5110587199915275,,,Ser,4422809716282811904,J15480945+0134183,352-286-1,,J15482+0134A,,272595871.0,41229.0,3574.00,,15456+0143,9105.0,13111.0,,-26.361,7.421999931335449,8.241999626159668,5.991000175476074,5.610000133514404,5.500999927520752,K,2.7486,Nirah,1,Ser,,G8 <-> K0,5.80 <-> 3.82,0.84 <-> 1.26,0.88 <-> 1.94,5320 <-> 5221,21.29 <-> 21.66,0.60 <-> 1.34,1.42 <-> 3.82,5,2,0,0,13,55,255,7,62,B,Mythic; Mesopotamian serpent god
78498,78738,144087,,9541 A,BD-11 4057,Enlil,,241.108,-11.4494,4.20812889,-0.19982943,27.8631,-13.1944,-23.9096,-5.5309,-6827.84532833,4469.12909688,-2871.09997763,-61.607,-22.227,-3e-07,-1.1e-07,K1(V),V,5.787,3.562,0.71,1.927,1.34,5567.726999373595,Main sequence,4.81907674443419,1,78498,,,5747170.672447325,1.5062886789780496,4.3036819399372845,2.994645349873027,1.7035407678918415,,,Sco,4343064577465522688,J16042591-1126577,5619-1260-1,J16044-1123D,J16044-1127A,9910 A,49777149.0,,3637,,,9240.0,13312.0,,-31.79,7.429999828338623,8.140000343322754,6.197999954223633,5.894000053405762,5.787000179290772,K,3.4935,Enlil,1,Sco,,G8 <-> K1,5.43 <-> 3.56,0.84 <-> 1.34,0.88 <-> 1.93,5320 <-> 5568,25.26 <-> 27.86,0.59 <-> 1.51,1.41 <-> 4.30,7,8,5,9,23,65,255,15,76,B,Mythic; Sumerian air/storm god
79252,,145958A,,9548 A,*  49 Ser A,Sparta,,243.3269,13.5269,4.24685511,0.23608897,24.3139,-10.6118,-21.1238,5.6871,13338.90967254,-19390.55459612,-47055.19241146,178.934,-419.941,8.7e-07,-2.04e-06,G9V,V,5.172,3.243,0.78,2.425,1.44,5341.709475081673,Main sequence,4.010340156337293,1,79252,,,5015106.385565311,1.7447544605379637,4.985012744394182,3.4687380346409515,1.973234211322697,,49.0,Ser,4464207428579939840,J16131843+1331379,958-1468-1,J16134+1331A,J16133+1332A,9969 A,119985828.0,42273.0,3681,,,9334.0,,,18.37,7.340000152587891,8.119999885559082,5.590000152587891,5.23799991607666,5.171999931335449,K,4.4762,Sparta,1,49.0 Ser,,G8 <-> G9,4.82 <-> 3.24,0.84 <-> 1.44,0.88 <-> 2.42,5320 <-> 5342,23.59 <-> 24.31,0.78 <-> 1.74,1.87 <-> 4.99,8,13,10,10,27,60,255,21,89,A,Historical; Greek warrior city-state
79431,79672,146233,6060.0,616,*  18 Sco,Jaffa,,243.9053,-8.3694,4.25695042,-0.14607428,14.1369,-6.152,-12.5606,-2.0577,16096.93353459,-2516.33467867,-32846.0775774,232.23,-495.378,1.13e-06,-2.4e-06,G2Va,V,4.19,3.438,0.65,1.894,1.38,5778.423382587899,Main sequence,4.48806438094479,1,79431,,,2915935.2871406944,1.5945275359520303,4.555792959862943,3.170072601237965,1.8033347132790816,,18.0,Sco,4345775217221821440,J16153726-0822096,5613-1378-1,J16156-0822A,J16156-0822A,,135656809.0,42344.0,3687.00,,16129-0814,9353.0,13483.0,,11.764,5.5,6.150000095367432,4.666999816894531,4.162000179290772,4.190000057220459,H,3.4033,Jaffa,1,18.0 Sco,,G1 <-> G2,4.78 <-> 3.44,1.05 <-> 1.38,1.03 <-> 1.89,5915 <-> 5778,13.90 <-> 14.14,0.77 <-> 1.59,1.81 <-> 4.56,8,12,7,11,31,35,45,20,60,C,Historical; Biblical port city
81444,81693,150680,6212.0,635 A,* zet Her A,Bradbury,,250.3192,31.6046,4.36889418,0.55160405,10.7158,-3.0733,-8.5937,5.6154,-18987.47053878,16528.24075148,14773.1356651,-461.52,342.28,-2.24e-06,1.66e-06,G0IV,IV,2.88,1.128,0.64,5.35,2.35,5815.2141520103805,Subgiant,1.1870483588870335,1,81444,119106,,2210295.820831548,4.620665780621209,13.201902230346311,9.186323635282642,5.2257529661787485,zet,,Her,1312665361415345920,,2582-3158-1,J16413+3136A,J16413+3136A,10157 A,,,,,,,,,,2.880000114440918,3.5199999809265137,1.4950000047683716,1.187000036239624,1.277999997138977,H,43.7775,Bradbury,1,zet  Her,,F9 <-> G0,2.66 <-> 1.13,1.14 <-> 2.35,1.08 <-> 5.35,5820 <-> 5815,10.72 <-> 10.72,2.05 <-> 4.62,4.82 <-> 13.20,5,4,7,9,19,20,30,9,46,C,Author; The Martian Chronicles
82337,82588,152391,,641,V* V2292 Oph,Tidacha,,253.245,-0.0264,4.41995925,-0.00046115,16.8122,-4.8466,-16.0985,-0.0078,-54320.32645986,16363.55099339,-118257.40243641,-711.832,-1483.821,-3.45e-06,-7.19e-06,G8.5Vk:,V,4.835,3.707,0.76,1.913,1.3,5404.266838749797,Main sequence,5.23863659935072,1,82337,,,3467771.891628349,1.4089794788011654,4.025655653717615,2.801185392378508,1.5934886962632226,,,Oph,4381250547575102464,J16525877-0001356,5051-1354-1,,,,326927305.0,43724.0,3837.00,,16504+0003,9702.0,13945.0,,45.122,6.639999866485596,7.400000095367432,5.235000133514404,4.941999912261963,4.835000038146973,K,2.9191,Tidacha,1,Oph,,,5.47 <-> 3.71,0.84 <-> 1.3,0.88 <-> 1.91,5320 <-> 5404,17.25 <-> 16.81,0.58 <-> 1.41,1.38 <-> 4.03,1,3,5,7,13,45,55,4,27,D,Mythic; Native 'morning star'
83021,83276,153631,,650,BD-13 4528,Masada,,255.2948,-13.5671,4.45573517,-0.23679079,50.8769,-12.5545,-47.8372,-11.9349,-882.0483506,18818.36320744,-74854.18045829,-23.344,-319.192,-1.1e-07,-1.55e-06,G0V,V,5.58,2.047,0.62,3.459,1.9,5890.322448052482,Main sequence,2.0153458111052265,1,83021,,,10494106.220714008,3.025517187610268,8.644334821743621,6.01501631346327,3.4217158669401835,,,Oph,4140792817780067328,J17011074-1334011,5655-99-1,,,,434710990.0,44008.0,3861.00,5499.0,,,,,83.21,7.119999885559082,7.739999771118164,5.964000225067139,5.663000106811523,5.579999923706055,K,13.4599,Masada,1,Oph,,G2 <-> G0,4.93 <-> 2.05,1.0 <-> 1.9,1.00 <-> 3.46,5830 <-> 5890,27.38 <-> 50.88,0.72 <-> 3.03,1.69 <-> 8.64,9,8,8,7,22,75,255,17,82,A,Historical; Biblical fortress site
83344,83601,154417,6349.0,9583,V* V2213 Oph,Heisenberg,,256.3201,0.7026,4.4736293,0.01226201,20.59,-4.8691,-20.0044,0.2525,-1708.52327615,21.19156428,-32637.43245281,-17.059,-334.401,-8e-08,-1.62e-06,F8.5IV-V,IV,4.636,3.068,0.667,2.295,1.5,5717.012277811041,Subgiant,3.6260089512472353,1,83344,,,4246998.097481429,1.891194466837755,5.403412762393585,3.759874713832203,2.1388508851141275,,,Oph,4381502851133968384,J17051682+0042090,398-1908-1,,,,297236135.0,44139.0,3881.00,,17027+0046,9855.0,14137.0,,-16.748,,6.590000152587891,5.302999973297119,4.702000141143799,4.636000156402588,K,6.7439,Heisenberg,1,Oph,,F9 <-> F8,4.42 <-> 3.07,1.14 <-> 1.5,1.08 <-> 2.29,6015 <-> 5717,20.67 <-> 20.59,0.91 <-> 1.89,2.14 <-> 5.40,10,9,13,7,25,55,255,19,87,A,Physicist; uncertainty principle formulator
83865,84123,,,660 A,G 19-15A,Lunara,,257.9659,-1.8529,4.50235446,-0.03233968,10.1843,-2.1219,-9.9554,-0.3291,-25940.20015515,6049.55672385,-15650.38472402,-551.62,-324.34,-2.67e-06,-1.57e-06,M3V,V,6.656,6.616,1.612,1.109,0.66,3632.4685039624096,Main sequence,27.96302232127981,1,83865,,,2100670.1904470925,0.3689877927224924,1.0542508363499783,0.73358287362686,0.4173076227218664,,,Oph,4367834134891584512,,,,J17119-0151A,,,,,,,,,,-3.1,11.392999649047852,13.005000114440918,7.461999893188477,6.916999816894531,6.656000137329102,K,0.4069,Lunara,1,Oph,,G4 <-> M3,11.41 <-> 6.62,0.95 <-> 0.66,0.95 <-> 1.11,5660 <-> 3632,,0.37 <-> 0.37,0.87 <-> 1.05,8,17,4,7,24,25,35,25,53,C,Linguistic; Latin 'moon'
84147,,155886,6402.0,663 A,*  36 Oph A,Guniibuu,,258.8366,-26.6017,4.51755087,-0.46428724,5.9523,-1.0304,-5.2215,-2.6653,-10991.58829543,16968.13305799,-28993.05632637,-498.6,-1149.158,-2.42e-06,-5.57e-06,K2V,V,5.08,6.207,0.85,0.67,0.73,5134.371452337879,Main sequence,22.087501916629183,1,84147,119135,,1227744.0475800743,0.4456172620242948,1.2731921772122707,0.8859295566435385,0.5039719034798572,,36.0,Oph,4109030160308320256,,6820-326-1,J17155-2635A,J17153-2636A,10417 A,1277142191.0,44415.0,3908.00A,,,9941.0,14249.0,,0.62,5.079999923706055,5.929999828338623,,,,V,0.3576,Guniibuu,1,36.0 Oph,,,5.46 <-> 6.21,0.74 <-> 0.73,0.81 <-> 0.67,4870 <-> 5134,5.93 <-> 5.95,0.59 <-> 0.45,1.44 <-> 1.27,7,20,10,12,28,20,30,27,60,C,Linguistic; Wiradjuri 'night'
84604,84862,157214,6458.0,672,* 72 Her,Nemeria,,260.1649,32.4677,4.54073348,0.56666903,14.5863,-2.1021,-12.1255,7.8303,2663.8851381,-39610.2166559,-60769.28001262,135.81,-1040.953,6.6e-07,-5.05e-06,G0V,V,3.91,3.09,0.62,2.14,1.49,5890.320632506188,Main sequence,3.673404357880256,1,84604,,,3008639.5507420776,1.8716485259838032,5.3475672170965804,3.7210155218963705,2.1167453567673964,,72.0,Her,1333760419707327744,J17203955+3228056,2596-1317-1,J17206+3229A,J17207+3228A,10488 A,9728611.0,44643.0,3946.00,1456.0,17187+3231,10019.0,14326.0,,-78.608,5.389999866485596,6.010000228881836,4.159999847412109,3.9049999713897705,3.910000085830689,H,4.5908,Nemeria,1,72.0 Her,,,4.60 <-> 3.09,1.1 <-> 1.49,1.05 <-> 2.14,6000 <-> 5890,14.33 <-> 14.59,0.83 <-> 1.87,1.95 <-> 5.35,7,12,14,7,26,35,45,19,59,C,Mythic; Roman nemesis variant
84636,84893,156897,6445.0,670 A,* ksi Oph A,Xi Ophiuchi,,260.2516,-21.1129,4.54224661,-0.36849025,17.5187,-2.7672,-16.1067,-6.3104,22761.56247798,2246.82848117,-15691.35721206,265.543,-202.584,1.29e-06,-9.8e-07,F2V,V,3.067,1.849,0.365,2.628,1.99,7072.277604539667,Main sequence,1.7983489040815148,1,84636,119147,,3613482.4638239727,3.3142107555480256,9.469173587280071,6.5889666211490505,3.7482145449650286,ksi,,Oph,4115142276696645632,J17210038-2106463,6246-664-1,J17210-2107A,J17210-2107A,,75899957.0,44619.0,3935.00,,17180-2103,10009.0,14338.0,,-8.93,4.38700008392334,4.751999855041504,3.3550000190734863,3.135999917984009,3.066999912261963,K,15.8563,Xi Ophiuchi,1,ksi  Oph,,,3.19 <-> 1.85,1.37 <-> 1.99,1.40 <-> 2.63,3900 <-> 7072,17.36 <-> 17.52,1.74 <-> 3.31,4.43 <-> 9.47,9,14,3,5,28,50,255,23,85,A,Linguistic; Greek 'Ophiuchus'; 'serpent bearer'
85264,85523,,,674,CD-46 11540,Sakharov,,262.1664,-46.8952,4.57566756,-0.81847549,4.5528,-0.424,-3.082,-3.324,14133.47492999,12063.87013702,-12984.66049603,572.568,-880.583,2.78e-06,-4.27e-06,M3V,V,4.855,6.564,1.566,1.097,0.67,3696.861847377754,Main sequence,27.127193771088464,1,85264,,,939077.07983244,0.3780553518169933,1.0801581480485525,0.7516100446837845,0.4275626002692186,,,Ara,5951824121022277632,J17283991-4653424,8346-37-1,,,,218263393.0,44819.0,3958.00,,17248-4651,,,,-2.904,9.406999588012695,10.972999572753906,5.710999965667725,5.15399980545044,4.855000019073486,K,0.4271,Sakharov,1,Ara,,,11.09 <-> 6.56,0.37 <-> 0.67,0.51 <-> 1.10,3600 <-> 3697,4.54 <-> 4.55,0.05 <-> 0.38,0.12 <-> 1.08,1,1,0,0,2,15,25,2,7,E,Physicist; hydrogen bomb developer
85407,,158614A,,678 A,*  150 Oph A,Alpha Marae,,262.5992,-1.063,4.58322006,-0.01855323,16.4709,-2.1212,-16.3309,-0.3056,,,,-138.312,-144.42,-6.7e-07,-7e-07,G9IV-V ,IV,5.981,4.897,0.709,1.041,0.98,5571.105459654328,Subgiant,10.395703668231548,1,85407,119159,,3397363.439910926,0.8143220093469551,2.326634312419872,1.6189497090588272,0.9209594153328658,,150.0,Oph,4373199682919087616,,5080-2188-1,J17304-0104A,J17304-0104A,10598 A,,,,,,,,,,5.980999946594238,6.690000057220459,,,,V,1.8073,Alpha Marae,1,150.0 Oph,,G8 <-> G9,4.24 <-> 4.90,1.1 <-> 0.98,1.70 <-> 1.04,5500 <-> 5571,16.34 <-> 16.47,1.01 <-> 0.81,2.40 <-> 2.33,5,7,0,2,20,45,55,12,38,D,Linguistic; Maori 'sacred space'
85769,86032,159561,6556.0,681,* alf Oph,Rasalhague,Rasalhague,263.7336,12.56,4.60302006,0.21921401,14.8965,-1.5871,-14.4531,3.2394,7213.26862853,-4226.5237015,-15269.46176328,108.07,-221.57,5.2e-07,-1.07e-06,A5IVnn,IV,1.683,0.818,0.15,2.878,2.52,8571.321109412325,Subgiant,0.992877801844306,1,85769,,,3072617.3990764194,5.330434917698929,15.229814050568368,10.597412276853824,6.028468061683313,alf,,Oph,4493746564376875520,J17345606+1233361,1000-2508-1,J17349+1234A,J17349+1234AB,,289643770.0,45084.0,4000.00,656.0,17326+1235,10159.0,14516.0,,11.7,2.069999933242798,2.220000028610229,1.8329999446868896,1.718000054359436,1.6829999685287476,K,53.5756,Rasalhague,1,alf  Oph,,,1.22 <-> 0.82,2.1 <-> 2.52,2.60 <-> 2.88,8040 <-> 8571,14.90 <-> 14.90,3.63 <-> 5.33,8.35 <-> 15.23,4,3,3,3,15,40,50,7,36,D,Linguistic; Arabic 'serpent's head'
86469,86736,160915,6595.0,692,*  58 Oph,Feynman,,265.8575,-21.6832,4.64008825,-0.37844313,17.1692,-1.1525,-15.9127,-6.3436,-7798.54777046,1900.30182283,-3378.03664479,-97.253,-44.614,-4.7e-07,-2.2e-07,F5V,V,3.877,2.703,0.452,2.027,1.63,6614.917029053035,Main sequence,2.9397555481791686,1,86469,,,3541409.7318679965,2.236816260209211,6.390903600597746,4.447003755415932,2.529732675236608,,58.0,Oph,4117290138348535808,J17432580-2140593,6260-2072-1,,,,238115675.0,,4034.00,1463.0,17404-2139,10236.0,14624.0,,10.36,4.861000061035156,5.313000202178955,4.080999851226807,3.786999940872192,3.877000093460083,H,7.0909,Feynman,1,58.0 Oph,,F6 <-> F5,3.63 <-> 2.70,1.26 <-> 1.63,1.17 <-> 2.03,6510 <-> 6615,17.65 <-> 17.17,1.26 <-> 2.24,2.92 <-> 6.39,9,14,9,13,31,55,255,23,89,A,Physicist; quantum electrodynamics pioneer
86475,86742,161096,6603.0,,* bet Oph,Cebalrai,Cebalrai,265.8681,4.5673,4.6402743,0.07971449,25.4917,-1.8309,-25.3447,2.0299,-4925.84739048,1906.10470396,19203.82430087,-41.793,159.43,-2e-07,7.7e-07,K2IIICN0.5,III,0.219,-1.813,1.18,37.549,4.62,4348.347789269023,Giant,0.2183990490150866,1,86475,,,5258047.893872807,17.901057669960203,51.14587905702916,35.58900751051612,20.24524379340737,bet,,Oph,4473334474601314304,J17432835+0434022,423-1724-1,,,,361269297.0,,4042.00,665.0,17409+0435,10239.0,14628.0,,-12.12,2.75,3.930000066757202,0.8859999775886536,0.3540000021457672,0.2189999967813491,K,551.0599,Cebalrai,1,bet  Oph,Celebrai <-> Cebalrai,,0.76 <-> -1.81,1.13 <-> 4.62,12.42 <-> 37.55,4870 <-> 4348,25.09 <-> 25.49,5.18 <-> 17.90,12.58 <-> 51.15,4,3,6,9,16,0,0,7,31,D,Linguistic; Arabic 'shepherd's dog'
